0			1,1,1,1	false	false	
1	1	1,1,1,1	0,2,1,1	false	false	
1	1	1,1,1,1	2,0,1,1	false	false	
1	1	1,1,1,1	1,1,2,1	false	false	
1	1	1,1,1,1	1,1,2,1	false	true	0
1	1	1,1,1,1	1,1,1,2	false	false	
1	1	1,1,1,1	1,1,1,2	false	true	0
2	2	0,2,1,1	0,2,0,2	false	false	
2	2	0,2,1,1	0,2,2,0	false	false	
2	2	0,2,1,1	0,3,1,1	false	false	
2	2	0,2,1,1	0,3,1,1	false	true	0
2	2	2,0,1,1	2,0,0,2	false	false	
2	2	2,0,1,1	2,0,2,0	false	false	
2	2	2,0,1,1	3,0,1,1	false	false	
2	2	2,0,1,1	3,0,1,1	false	true	0
2	2	1,1,2,1	1,1,0,3	false	false	
2	2	1,1,2,1	1,1,3,0	false	false	
2	2	1,1,2,1	3,1,2,1	false	false	
2	2	1,1,2,1	2,1,2,1	false	false	
2	2	1,1,2,1	1,3,2,1	false	false	
2	2	1,1,2,1	1,2,2,1	false	false	
2	2	1,1,2,1	1,1,0,3	false	true	0
2	2	1,1,2,1	1,1,3,0	false	true	0
2	2	1,1,2,1	3,1,2,1	false	true	0
2	2	1,1,2,1	2,1,2,1	false	true	0
2	2	1,1,2,1	1,3,2,1	false	true	0
2	2	1,1,2,1	1,2,2,1	false	true	0
2	2	1,1,1,2	1,1,0,3	false	true	0
2	2	1,1,1,2	1,1,3,0	false	true	0
2	2	1,1,1,2	2,1,1,2	false	false	
2	2	1,1,1,2	3,1,1,2	false	false	
2	2	1,1,1,2	1,2,1,2	false	false	
2	2	1,1,1,2	1,3,1,2	false	false	
2	2	1,1,1,2	1,1,0,3	false	true	0
2	2	1,1,1,2	1,1,3,0	false	true	0
2	2	1,1,1,2	2,1,1,2	false	true	0
2	2	1,1,1,2	3,1,1,2	false	true	0
2	2	1,1,1,2	1,2,1,2	false	true	0
2	2	1,1,1,2	1,3,1,2	false	true	0
3	1	0,2,0,2	1,1,0,2	false	false	
3	1	0,2,0,2	0,2,0,4	false	false	
3	1	0,2,2,0	1,1,2,0	false	false	
3	1	0,2,2,0	0,2,4,0	false	false	
3	1	0,3,1,1	1,2,1,1	false	false	
3	1	0,3,1,1	2,1,1,1	false	false	
3	1	0,3,1,1	0,3,4,1	false	false	
3	1	0,3,1,1	0,3,1,4	false	false	
3	1	0,3,1,1	1,2,1,1	false	true	0
3	1	0,3,1,1	2,1,1,1	false	true	0
3	1	0,3,1,1	0,3,4,1	false	true	0
3	1	0,3,1,1	0,3,1,4	false	true	0
3	1	2,0,0,2	1,1,0,2	false	true	0
3	1	2,0,0,2	2,0,0,4	false	false	
3	1	2,0,2,0	1,1,2,0	false	true	0
3	1	2,0,2,0	2,0,4,0	false	false	
3	1	3,0,1,1	1,2,1,1	false	true	0
3	1	3,0,1,1	2,1,1,1	false	true	0
3	1	3,0,1,1	3,0,4,1	false	false	
3	1	3,0,1,1	3,0,1,4	false	false	
3	1	3,0,1,1	1,2,1,1	false	true	0
3	1	3,0,1,1	2,1,1,1	false	true	0
3	1	3,0,1,1	3,0,4,1	false	true	0
3	1	3,0,1,1	3,0,1,4	false	true	0
3	1	1,1,0,3	0,2,0,3	false	false	
3	1	1,1,0,3	2,0,0,3	false	false	
3	1	1,1,0,3	1,1,0,4	false	false	
3	1	1,1,0,3	1,1,0,4	false	true	0
3	1	1,1,3,0	0,2,3,0	false	false	
3	1	1,1,3,0	2,0,3,0	false	false	
3	1	1,1,3,0	1,1,4,0	false	false	
3	1	1,1,3,0	1,1,4,0	false	true	0
3	1	3,1,2,1	0,4,2,1	false	false	
3	1	3,1,2,1	2,2,2,1	false	false	
3	1	3,1,2,1	4,0,2,1	false	false	
3	1	3,1,2,1	3,1,0,1	false	false	
